1,2,3,5,6,8,9,0,10,12,13,14,16,11,17,18,20,24,25,21,23,19,15,0,22,295
5,9,1,2,3,10,6,18,7,8,4,0,0,13,15,17,12,23,20,25,16,21,22,24,19,357
0,1,6,2,3,4,0,5,7,8,9,10,11,13,14,15,16,17,19,20,21,22,23,24,25,12
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24,21,0,23,0,17,25,22,149
5,4,1,0,8,3,0,10,12,13,9,11,7,6,18,14,15,16,17,25,20,21,22,0,23,192
1,8,5,0,3,7,13,9,2,0,12,19,14,11,4,18,0,20,10,17,24,25,23,15,22,282
5,0,7,2,3,1,4,0,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,24
2,8,0,5,6,1,10,4,0,12,13,9,15,11,17,18,14,19,16,22,23,24,20,21,25,193
4,10,5,3,8,6,1,7,2,15,9,0,13,14,20,16,21,18,24,19,22,0,17,23,25,317
2,3,4,5,6,7,8,9,0,11,12,13,21,10,16,18,19,14,0,17,23,24,20,25,22,166
0,3,0,5,2,1,0,6,0,4,12,7,9,10,11,0,13,17,18,19,20,21,22,23,25,68
4,1,2,3,0,9,10,6,0,8,16,5,14,7,15,17,18,11,19,20,21,22,23,24,25,139
1,2,11,9,5,0,8,0,3,6,7,13,14,10,15,12,19,25,20,17,23,18,24,21,22,357
4,5,1,2,8,9,0,6,3,7,10,16,12,13,14,15,22,17,18,19,21,23,24,0,25,140
2,3,4,5,6,7,8,9,10,11,12,13,18,14,0,20,23,15,21,16,17,0,24,19,25,388
1,0,0,3,5,7,9,6,4,0,12,0,10,17,11,13,8,15,0,18,19,20,21,23,25,129
0,0,0,6,1,2,4,5,0,8,9,10,11,12,13,14,15,16,17,19,21,22,23,24,25,6
1,3,5,6,7,8,9,11,12,13,14,15,16,17,18,19,21,22,0,24,25,0,0,23,0,23
2,0,0,5,0,1,3,10,0,6,7,8,0,11,12,13,15,16,17,18,19,21,23,24,25,22
1,2,3,4,7,10,0,12,13,14,15,11,18,19,20,21,17,23,24,25,0,22,0,0,0,50
2,5,10,0,0,0,3,0,6,7,8,9,0,11,12,13,15,16,17,18,20,21,22,23,24,32
1,4,5,6,8,10,16,11,13,14,0,15,12,18,0,0,17,24,0,19,22,20,0,23,25,286
0,11,6,8,3,1,0,5,0,0,9,16,12,13,14,0,15,17,18,19,21,22,23,24,25,93
1,2,3,4,5,6,7,8,10,12,13,0,14,17,18,0,0,0,20,25,21,16,23,0,22,276
7,11,1,9,2,3,12,0,8,0,10,6,17,13,14,15,16,18,19,0,20,21,23,24,25,174
1,2,8,3,5,6,7,0,4,10,11,12,19,0,9,0,24,21,15,13,18,17,14,25,22,416
9,1,0,2,3,4,5,7,0,8,10,11,6,12,13,14,15,16,17,18,19,20,21,22,23,71
1,2,3,4,5,6,7,9,13,10,11,0,8,14,15,17,12,19,20,22,23,24,25,0,21,164
0,5,0,7,12,2,3,0,0,11,8,9,4,0,10,13,14,15,16,17,18,21,22,23,25,99
1,2,3,4,5,6,7,8,10,11,0,13,0,25,18,20,15,0,0,19,22,23,17,0,24,287
3,0,4,1,2,0,9,6,7,8,11,16,12,13,14,15,0,18,19,20,21,22,23,24,25,56
1,2,3,4,5,7,8,9,10,0,12,20,13,17,11,19,0,14,22,0,24,25,21,23,18,161
4,1,6,2,3,0,11,7,10,8,9,5,13,12,20,15,0,16,24,19,21,22,17,23,25,272
0,3,7,4,5,1,2,13,9,10,6,12,8,15,20,11,16,19,14,21,22,18,23,0,24,326
7,0,2,3,9,10,4,5,13,8,11,12,17,18,14,15,16,0,22,0,20,21,24,19,25,239
2,3,4,5,6,0,7,10,11,12,13,8,14,16,17,19,0,20,0,21,18,15,24,25,23,293
0,3,4,1,0,2,5,0,0,6,7,8,9,10,11,13,14,16,17,18,19,21,22,23,25,18
1,3,4,5,6,7,8,9,11,12,0,14,15,16,17,13,18,21,22,23,0,0,19,24,0,141
8,9,3,1,2,0,4,5,0,6,16,18,22,13,7,17,23,19,0,14,21,24,20,10,25,442
3,0,0,1,2,0,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,21,23,24,25,3
1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,20,0,22,24,25,0,21,0,21
0,3,1,6,7,8,0,4,10,11,13,0,16,0,15,19,9,14,18,12,0,20,22,23,24,231
4,6,5,8,0,14,9,1,2,7,0,10,0,12,13,16,22,11,18,19,20,17,21,23,25,227
1,2,3,4,5,7,9,10,12,13,14,15,17,16,18,24,19,20,0,22,0,25,0,23,21,303
1,5,2,8,13,4,6,0,7,0,9,10,11,0,18,14,15,16,12,17,19,20,21,22,25,107
1,2,3,4,5,7,8,9,10,11,18,12,13,16,0,0,19,21,0,17,24,25,23,14,22,247
4,5,0,9,2,10,6,1,13,3,15,11,8,12,14,17,18,19,24,20,21,22,23,25,0,208
1,2,3,4,5,6,7,8,9,10,11,0,12,13,14,16,17,0,18,15,23,24,25,20,21,113
1,2,3,6,12,7,10,11,5,0,13,8,0,18,17,19,20,16,0,15,24,21,23,25,22,402
0,0,2,0,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,2
1,3,4,5,6,8,9,10,11,12,13,15,16,0,18,19,20,22,17,23,24,25,21,0,0,60
4,5,1,2,3,10,6,11,7,8,9,16,15,13,14,20,0,22,17,19,21,0,23,18,25,272
0,1,3,4,5,7,2,8,9,10,6,11,13,0,15,16,12,24,18,14,22,17,23,19,21,189
0,8,5,1,6,2,0,12,13,0,14,0,7,3,9,15,16,0,17,18,20,21,22,23,25,173
5,0,1,2,3,0,4,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,24,25,14
1,2,3,4,6,7,8,9,10,11,12,14,0,15,17,18,19,20,16,22,0,23,24,21,25,149
3,4,1,0,7,8,5,12,2,6,10,17,13,19,14,16,0,18,0,20,21,22,23,24,25,109
1,3,4,5,0,7,9,10,11,6,13,14,15,17,0,18,20,25,23,12,24,19,16,0,22,251
3,0,5,6,2,8,9,4,0,7,0,0,11,12,14,15,16,17,18,19,20,21,22,23,25,35
1,2,3,4,5,6,8,9,10,11,12,14,0,16,18,19,21,15,23,0,25,20,0,0,24,80
4,6,0,2,3,10,13,1,8,9,16,7,12,14,15,22,21,18,19,20,0,17,23,24,25,192
1,2,12,11,0,6,7,3,0,5,13,14,8,4,16,18,19,21,15,22,23,24,20,17,25,325
3,5,11,1,2,9,4,17,6,8,10,0,0,13,14,15,0,16,18,20,21,22,23,24,25,104
2,3,4,5,7,8,9,10,11,0,13,14,16,17,12,19,20,21,0,18,24,25,0,22,23,75
1,2,7,3,0,4,6,0,12,8,9,5,10,18,14,15,16,11,17,19,20,21,22,23,24,102
1,2,3,4,5,6,7,8,9,0,12,13,14,15,10,17,18,19,21,16,23,24,0,25,22,73
4,1,6,2,3,5,17,11,7,9,10,18,12,20,13,16,22,0,0,14,21,23,19,24,25,258
1,7,2,8,4,6,13,9,3,0,11,18,16,10,5,17,0,15,14,21,22,23,19,20,25,284
10,4,7,8,1,0,5,0,12,0,2,9,11,13,19,15,16,22,17,18,20,21,23,0,24,204
1,3,8,4,5,6,0,2,9,10,11,7,0,15,16,17,0,14,20,24,25,13,19,21,0,141
4,1,6,2,7,9,0,3,5,12,21,0,14,10,11,22,13,15,16,18,0,8,23,24,25,270
2,3,9,4,6,7,8,0,5,11,13,25,10,16,20,0,15,24,18,0,12,17,14,22,19,555
6,10,7,1,3,5,0,0,9,14,15,11,8,12,13,0,16,17,18,19,20,21,23,24,25,138
1,2,3,12,5,8,9,11,17,7,14,0,15,16,13,24,0,0,21,18,19,25,20,22,23,340
4,0,2,0,5,9,0,7,12,1,3,8,11,19,17,14,15,16,23,13,20,21,0,22,25,217
9,0,6,0,4,0,2,11,7,1,15,3,10,12,13,14,16,17,23,18,19,20,0,21,25,187
1,2,3,5,7,8,9,15,10,11,13,0,14,19,12,0,25,21,17,0,0,20,22,24,23,325
5,6,2,3,4,10,7,8,0,9,0,11,12,14,15,16,22,23,19,20,17,18,21,24,25,269
1,2,4,5,10,0,6,7,3,9,11,12,8,13,15,16,17,18,19,0,22,23,24,20,14,188
0,4,0,1,7,2,3,0,6,12,8,9,10,11,0,13,14,15,16,18,19,20,21,22,25,28
1,2,3,4,5,6,7,8,9,10,11,12,14,0,18,19,0,13,22,0,25,0,20,21,24,133
4,1,2,8,3,0,5,7,9,0,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,24
1,2,3,4,5,6,7,8,10,11,12,13,14,15,17,18,19,20,0,22,23,24,0,21,25,71
1,6,12,0,2,5,8,17,9,3,10,11,7,0,14,15,16,18,13,20,21,22,23,24,25,162
1,3,4,5,6,7,8,0,9,11,12,13,14,10,16,17,18,19,20,0,22,24,25,21,15,146
2,3,9,5,6,1,0,8,11,18,12,0,13,24,10,7,21,14,0,0,19,22,17,23,0,322
0,2,0,1,8,0,3,4,5,0,9,10,11,12,13,14,16,17,18,20,21,22,23,24,25,13
1,2,4,5,6,7,8,9,10,12,13,14,16,17,18,0,20,22,23,24,25,0,0,21,0,83
0,3,0,1,2,0,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,21,22,23,24,6
1,2,4,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,0,23,24,25,21,0,0,43
5,7,1,3,8,4,0,6,0,2,10,11,13,20,15,16,17,18,14,19,21,22,23,24,25,163
2,3,4,0,6,0,7,5,1,0,9,10,17,18,11,14,15,16,25,12,19,21,23,24,0,220
1,2,4,10,5,6,8,3,11,16,12,19,13,14,0,18,25,9,0,20,0,0,23,21,15,333
1,3,0,4,5,2,10,6,0,12,7,15,8,11,0,14,0,16,17,19,20,21,23,24,25,92
1,0,4,6,10,7,3,8,17,0,14,2,15,9,13,19,21,16,23,0,25,0,22,24,18,233
1,3,5,9,6,7,8,0,4,10,12,14,15,16,0,25,24,23,22,11,19,21,0,20,18,408
0,9,3,0,6,1,0,0,4,5,7,0,8,11,12,14,16,17,18,19,20,21,23,24,25,56
4,5,1,2,3,0,10,6,7,9,0,11,12,13,14,15,16,17,18,19,20,21,22,23,25,29
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,21,22,23,0,24,25,0,49
7,0,0,4,0,6,2,5,0,12,0,1,3,13,8,14,16,17,18,19,20,21,22,23,24,129
2,0,5,0,1,8,10,4,6,7,0,0,11,12,13,14,15,16,17,18,19,20,22,23,24,29
1,2,3,5,6,7,8,10,11,12,13,14,0,16,17,19,0,15,22,24,25,20,23,0,0,103
4,12,0,1,3,9,0,8,14,10,11,6,0,13,15,16,17,18,19,20,21,22,23,24,25,116
1,3,4,5,6,7,8,9,10,11,12,14,15,0,16,19,20,21,22,17,24,0,25,23,0,104
4,1,7,0,3,9,5,2,6,8,10,11,16,12,13,14,15,23,22,18,19,0,20,17,24,202
1,0,2,5,4,0,3,10,11,0,6,7,0,16,12,13,14,15,0,17,19,20,21,23,25,63
1,2,4,5,6,7,8,9,10,11,14,15,16,18,19,21,20,22,24,0,0,0,0,0,25,106
3,4,0,5,1,0,9,2,10,6,13,16,7,11,12,15,22,17,0,18,21,0,23,24,25,165
4,0,0,0,1,5,0,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24,25,9
1,2,3,4,5,6,7,8,9,10,12,0,14,15,16,0,13,19,0,22,18,24,20,21,0,115
2,0,4,7,15,0,9,1,6,20,8,0,12,13,0,16,17,18,19,0,21,22,23,24,25,103
1,2,4,5,6,7,8,9,10,11,12,13,15,23,17,0,19,14,0,0,0,20,21,22,0,157
0,0,4,1,6,2,3,9,5,12,7,8,11,18,0,14,15,16,0,19,20,21,22,24,25,61
2,3,4,5,8,10,0,11,13,14,15,16,12,17,19,20,0,22,18,24,25,21,23,0,0,125
0,0,4,1,3,5,0,6,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,17
1,2,3,5,6,7,8,9,10,11,12,13,20,15,16,18,0,19,14,0,24,25,0,21,22,150
2,5,14,0,7,4,6,17,1,20,15,9,12,0,25,21,11,8,19,0,0,22,18,23,24,411
8,2,3,6,7,13,9,4,11,12,19,14,23,10,0,0,0,18,0,24,21,25,22,17,15,396
5,0,7,2,3,10,4,12,8,9,16,11,18,14,15,21,17,19,24,20,0,22,23,0,25,141
1,2,3,4,5,6,7,8,9,10,12,13,14,22,0,19,20,21,16,15,24,0,25,0,23,132
1,3,4,5,6,7,8,9,11,12,0,15,17,19,23,13,21,16,22,24,0,20,0,0,25,321
9,0,1,2,3,14,4,5,7,8,10,11,6,12,13,15,16,17,0,18,19,20,22,24,25,138
1,2,4,5,0,6,7,14,3,10,12,13,8,9,15,17,18,19,20,0,22,24,25,21,16,199
8,6,0,1,7,0,4,3,10,0,13,9,11,5,12,0,15,17,18,19,20,21,22,24,25,108
1,2,3,4,5,6,0,8,9,10,12,7,13,15,16,18,24,14,19,0,17,0,23,0,22,249
4,5,1,2,3,9,0,6,7,8,0,10,11,12,14,15,16,17,18,19,20,21,22,23,24,18
1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,21,22,23,24,0,25,0,25
0,6,2,7,3,4,5,1,0,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,25,40
1,2,3,4,6,7,8,9,10,11,12,13,14,16,17,18,19,22,21,0,23,0,24,20,25,200
9,0,6,1,2,5,4,11,7,8,14,10,17,12,13,20,22,15,18,19,0,21,0,23,25,204
1,3,4,12,6,9,10,0,11,7,19,14,16,17,13,15,21,25,0,18,24,20,23,22,0,312
5,0,1,2,3,10,4,6,7,8,16,11,12,13,15,17,0,18,19,20,21,22,23,24,25,57
1,2,3,4,5,6,7,8,9,10,11,12,0,0,15,16,18,13,14,19,23,17,24,25,22,152
1,0,9,2,5,0,3,8,4,0,7,13,10,11,17,12,0,14,0,16,18,19,23,24,25,116
1,0,3,4,5,7,2,8,9,12,6,0,14,16,18,20,0,15,23,0,13,21,19,25,0,239
0,4,6,1,2,9,5,7,0,8,14,10,11,12,13,0,16,17,18,19,20,21,22,24,25,44
2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,0,0,24,25,0,21,22,43
3,0,0,4,7,8,5,11,10,2,13,0,9,6,12,14,0,15,16,20,21,22,23,24,25,125
4,10,6,7,8,2,11,15,12,13,9,25,0,16,19,14,0,21,17,24,0,20,0,22,23,339
6,1,2,8,7,5,11,0,18,0,10,16,12,13,9,15,0,17,19,14,20,21,22,23,24,202
16,1,6,11,7,0,9,3,4,13,19,10,25,12,18,0,14,15,17,21,0,20,24,22,23,480
0,4,1,2,0,3,5,10,6,7,8,9,0,11,12,13,14,15,17,18,20,21,22,23,24,22
1,2,3,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,0,24,0,0,24
6,1,2,5,0,11,7,9,3,4,12,8,14,21,10,16,18,13,15,22,24,25,0,20,0,248
0,3,5,6,7,1,9,10,11,12,8,14,15,16,17,13,19,21,0,22,23,18,24,20,25,231
0,5,1,2,3,4,0,6,7,8,9,10,12,13,14,15,16,17,18,19,21,22,23,24,25,5
1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,21,22,23,24,0,25,0,25
3,5,1,2,0,9,4,6,12,7,0,10,11,18,13,14,15,16,0,19,20,21,22,23,24,61
1,2,3,0,5,6,8,10,4,11,12,13,9,0,15,18,19,14,0,16,24,25,21,22,23,134
0,4,5,1,2,3,10,6,0,7,8,16,11,12,13,14,0,17,18,19,20,21,22,23,24,41
1,2,3,4,5,6,7,9,10,11,12,15,16,18,0,19,20,21,17,23,0,24,0,25,22,153
4,1,2,13,3,9,5,12,7,19,10,6,8,17,18,14,11,15,0,25,20,21,23,24,0,309
1,2,3,4,5,6,7,8,9,11,12,18,24,22,0,14,23,13,16,15,17,19,0,20,25,495
2,0,5,0,1,11,13,0,6,7,8,4,9,20,19,15,17,18,14,0,21,22,23,24,25,206
6,0,3,4,5,2,1,9,10,11,12,8,13,14,0,15,0,20,24,16,17,0,19,22,21,400
2,0,0,8,11,1,3,0,13,0,9,0,17,12,4,14,15,10,16,19,20,21,22,23,25,203
1,3,4,5,7,8,14,9,0,13,0,10,19,0,11,16,18,21,20,24,0,0,22,23,25,387
2,11,5,6,1,3,15,4,13,0,9,10,0,18,12,21,14,16,0,20,22,0,23,24,25,231
1,2,3,4,6,7,10,0,11,13,14,15,17,23,18,9,0,0,0,24,19,25,22,16,21,305
0,5,0,1,2,6,0,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,16
1,2,3,4,5,6,7,8,9,11,13,14,15,0,17,18,19,20,16,23,24,25,0,0,22,60
2,9,12,18,1,4,8,0,19,6,3,5,11,0,14,15,17,0,0,23,20,16,21,22,24,352
4,0,6,11,0,1,16,5,9,10,0,8,14,17,0,13,25,15,12,7,18,21,19,20,24,500
4,1,8,2,0,3,12,5,10,0,0,17,18,14,15,13,11,23,19,20,16,21,22,24,25,228
1,2,3,5,9,6,7,8,11,4,12,13,14,20,17,18,0,19,15,0,0,23,24,22,21,335
6,1,10,2,3,5,9,0,7,8,4,15,11,12,13,14,0,16,17,19,20,21,23,24,25,101
0,8,9,0,1,4,5,6,13,0,10,11,12,0,14,15,16,17,18,19,20,21,22,23,24,64
1,3,4,5,6,8,9,10,12,14,15,16,17,18,0,20,21,24,0,19,25,0,22,23,0,112
0,2,0,9,5,1,0,3,0,4,6,7,8,17,10,11,13,16,0,19,20,21,22,24,25,46
1,3,4,6,7,8,9,10,11,12,13,14,17,18,19,20,0,22,0,24,0,21,0,23,0,44
0,2,0,6,0,8,1,5,0,7,0,9,10,11,13,15,16,17,19,20,21,22,23,24,25,17
1,2,3,4,6,0,8,12,13,14,7,15,0,18,19,0,16,17,25,23,0,20,22,21,0,274
5,6,7,0,3,4,10,12,18,8,9,15,1,24,13,14,17,0,11,0,20,22,23,25,19,255
2,4,5,11,6,1,7,0,10,18,13,8,9,16,17,19,14,23,22,0,24,21,20,0,25,422
0,1,0,6,2,3,4,11,5,7,8,10,0,12,13,14,15,16,17,18,20,21,23,24,25,24
1,2,3,4,5,8,9,10,11,12,13,14,15,17,0,18,19,23,16,0,24,25,21,0,20,181
5,2,3,0,8,4,10,6,13,0,9,15,11,7,12,20,19,16,17,18,14,0,21,22,25,190
1,3,4,5,6,7,8,9,10,11,12,0,20,15,18,24,19,13,14,23,0,25,0,21,22,223
0,0,8,0,0,1,2,9,4,0,6,7,3,10,5,11,12,14,15,17,18,20,21,23,25,66
1,2,3,4,5,6,8,9,11,13,14,16,24,20,0,21,15,23,0,0,0,22,0,17,25,226
4,5,1,2,3,0,6,7,13,9,10,11,12,14,19,15,16,17,18,25,20,21,23,24,0,93
1,2,3,4,5,0,8,9,10,11,6,13,14,15,17,18,19,20,16,22,23,24,25,21,0,85
10,5,4,1,9,11,6,0,14,7,0,16,18,13,15,21,0,0,19,20,22,23,17,24,25,259
4,6,1,2,3,5,11,7,9,15,10,18,17,14,20,16,22,12,24,19,21,23,0,0,25,253
0,8,11,2,3,1,9,15,6,4,13,14,10,17,12,19,20,0,16,22,18,23,24,25,21,378
4,7,6,2,3,11,10,1,8,9,0,12,0,13,15,16,17,18,19,20,21,22,23,24,25,85
1,2,3,4,5,6,7,8,10,11,0,13,14,16,21,12,18,24,15,20,17,23,0,25,19,294
1,2,9,6,11,0,4,10,0,17,7,8,0,5,0,12,13,14,16,0,18,21,22,24,25,118
2,0,4,5,6,7,3,10,11,13,0,9,16,0,19,15,21,22,18,25,20,17,0,24,0,200
1,0,0,0,0,2,9,4,5,7,8,0,11,12,13,14,15,16,18,20,21,22,23,24,25,12
1,2,3,4,6,7,8,9,10,12,16,0,17,18,19,13,21,22,24,0,0,20,0,0,23,139
0,0,11,10,4,2,1,0,8,5,9,0,15,3,12,13,14,16,0,17,18,19,21,22,25,158
2,3,5,6,0,0,7,4,10,11,12,8,9,15,16,14,19,23,0,24,0,20,0,25,18,295
3,0,6,13,1,4,0,10,5,7,8,0,11,0,14,15,16,17,18,19,21,22,23,24,25,70
1,2,3,5,6,7,8,9,0,10,13,14,15,16,12,19,0,0,22,18,25,21,20,23,0,168
0,0,5,0,0,8,1,3,6,7,15,9,10,11,12,20,16,17,18,19,0,22,23,24,25,52
1,2,3,4,5,6,7,8,11,0,12,0,13,17,0,20,14,24,10,15,0,21,0,23,25,235
0,6,0,1,8,4,2,7,12,13,9,11,10,18,0,14,0,16,17,25,20,15,22,23,24,249
1,2,3,6,7,9,10,11,12,13,0,15,16,17,18,14,19,22,24,0,25,20,0,0,21,162
6,0,1,2,4,5,0,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,23,24,25,12
1,2,4,5,6,7,8,10,11,0,13,14,15,16,12,18,19,20,22,17,23,24,25,21,0,72
4,5,6,1,2,0,12,10,7,8,16,11,14,19,15,0,17,18,0,20,21,22,23,24,25,140
1,2,3,4,5,7,8,9,0,12,13,14,15,10,17,18,25,0,16,22,23,20,19,0,21,171
6,1,2,3,5,0,7,8,4,10,12,13,18,9,14,11,24,16,15,22,23,0,20,21,0,266
7,12,1,2,4,16,0,5,9,10,11,17,0,8,14,21,18,13,19,15,22,23,24,25,20,330
7,1,5,8,6,9,12,4,0,11,0,2,19,10,15,17,13,18,14,16,22,23,25,20,21,269
1,4,9,5,11,7,3,10,0,0,13,8,17,0,6,0,19,14,22,18,25,21,16,20,24,319
2,4,3,0,5,1,0,8,0,10,6,7,0,9,0,11,12,13,16,17,20,21,22,24,25,42
2,3,4,5,6,7,8,9,12,0,13,14,17,11,18,0,19,15,0,0,0,21,22,23,25,165
2,4,15,9,5,0,0,7,10,0,8,3,24,6,0,12,13,16,23,11,0,20,22,25,17,375
1,2,5,7,8,17,0,9,0,0,10,18,0,13,14,23,21,24,19,15,16,0,22,25,20,431
5,1,2,7,3,9,4,0,12,8,10,11,6,17,14,15,16,23,18,19,20,22,24,0,25,153
1,2,8,3,5,6,7,13,4,10,11,12,0,9,0,16,17,24,15,14,21,23,18,19,20,250
0,3,5,1,0,2,7,9,4,6,12,8,16,10,11,13,21,0,15,18,19,0,20,22,25,207
0,2,12,0,3,1,4,0,7,13,8,10,17,11,19,15,16,0,18,24,20,21,22,23,0,146
2,3,0,4,10,0,8,0,5,6,7,15,1,11,18,13,22,9,16,17,21,23,0,24,25,198
1,2,3,0,4,6,8,9,11,0,19,13,16,17,5,25,14,0,10,22,20,0,15,21,24,307
1,0,6,2,3,4,9,17,8,7,12,11,5,22,14,15,16,23,13,19,20,21,18,0,24,340
2,3,5,0,6,8,9,4,14,11,13,0,15,16,12,19,7,20,22,17,18,23,24,21,25,374
0,7,0,0,8,2,3,0,4,12,9,10,11,19,13,14,15,0,17,20,21,22,23,24,25,93
1,3,4,5,6,7,9,0,18,11,15,16,10,17,14,0,20,22,24,23,0,0,0,21,19,286
1,0,4,0,0,9,2,3,0,5,0,10,11,12,13,14,15,16,17,18,19,20,21,23,25,18
2,3,4,6,7,8,9,10,11,13,0,16,17,19,20,14,21,0,24,25,0,22,23,0,0,80
1,0,4,0,5,2,10,9,11,7,13,8,22,18,12,0,0,15,17,19,20,21,0,23,24,181
