1,2,6,7,9,10,11,12,0,13,15,16,0,0,14,0,41
4,5,0,1,3,10,0,6,7,8,0,11,12,13,14,16,38
1,3,4,5,6,8,9,10,11,12,0,14,0,0,13,16,61
2,3,4,5,7,0,11,0,0,8,10,16,13,14,15,0,59
2,7,3,4,0,6,8,9,1,0,14,15,10,0,12,0,63
3,1,2,0,0,4,9,6,7,8,10,5,11,13,14,15,47
1,3,4,0,6,7,13,5,11,16,12,9,0,15,14,10,127
2,0,3,0,1,0,0,4,6,7,9,11,12,13,14,15,7
2,3,4,6,7,9,10,11,0,13,15,16,0,0,14,0,41
4,0,1,2,8,0,6,7,9,5,10,11,12,13,15,16,26
1,2,3,4,5,6,7,8,9,10,13,12,15,16,0,0,49
2,1,5,0,0,3,4,11,0,8,15,10,6,12,14,16,82
3,4,5,6,0,8,10,11,16,9,14,15,12,0,0,13,108
1,2,0,0,0,0,3,4,6,7,8,11,12,14,15,16,3
1,2,3,5,7,9,10,11,13,14,0,0,0,0,15,16,31
4,1,2,0,3,9,5,6,8,14,10,11,13,0,15,16,34
1,2,3,4,0,7,8,9,5,10,11,12,14,0,15,13,66
0,3,1,2,4,0,10,6,8,11,5,12,13,14,15,16,46
1,2,5,0,6,7,3,8,10,11,12,0,14,15,13,9,60
0,0,5,8,1,0,0,3,9,10,11,12,13,14,15,16,19
1,2,3,5,8,11,0,12,13,9,15,0,0,14,0,16,50
0,2,4,1,3,9,5,0,0,8,10,11,12,13,14,16,33
2,3,4,5,0,7,8,0,6,13,14,0,11,16,15,10,83
1,0,3,4,6,0,2,11,0,0,7,9,12,13,15,16,43
4,10,5,6,2,0,11,12,9,15,0,16,13,0,14,0,81
0,4,1,2,3,0,9,6,7,10,5,11,12,14,15,16,37
1,2,4,5,6,7,8,10,11,12,0,13,15,16,14,0,41
0,6,2,4,1,0,3,8,5,0,16,0,9,10,7,14,81
1,2,3,4,0,7,11,0,12,8,10,0,13,0,15,16,71
0,4,1,0,2,0,5,6,7,8,9,11,12,13,15,16,5
1,2,6,7,8,9,10,11,12,13,14,15,0,0,16,0,32
0,0,4,1,2,3,0,5,6,7,9,10,11,12,15,16,4
1,2,3,4,6,7,8,0,0,11,14,10,16,12,15,0,63
0,0,1,0,7,2,5,6,12,8,10,11,13,0,15,16,35
1,2,3,4,5,6,7,8,0,10,14,15,0,13,0,0,23
0,2,0,5,0,1,8,4,6,7,13,9,10,11,0,14,33
2,4,5,0,7,9,10,6,0,11,0,0,13,14,15,16,59
4,0,0,1,2,3,11,0,8,10,12,7,13,14,15,16,42
2,3,4,5,6,7,8,9,10,11,13,14,16,0,0,0,0
4,0,9,1,3,5,0,6,7,8,0,10,11,12,13,16,31
2,4,5,6,8,9,10,0,0,16,13,11,12,0,14,15,97
2,0,6,5,0,0,4,0,8,10,11,12,13,14,15,16,28
2,0,3,6,7,9,4,11,12,13,0,14,0,0,10,16,57
1,5,10,2,3,4,15,6,12,8,11,0,0,14,9,16,111
1,7,3,4,6,0,8,5,0,12,14,10,11,15,16,13,111
6,0,2,3,1,0,0,4,5,8,0,9,10,13,14,16,36
0,2,4,6,7,3,10,11,14,0,0,15,12,8,0,16,78
4,5,1,2,8,6,11,7,13,10,15,12,0,14,0,16,62
1,2,3,5,6,7,8,9,10,12,13,0,15,16,0,14,14
0,4,1,6,2,8,5,0,7,14,9,10,11,15,0,16,48
1,2,3,4,0,6,7,8,5,9,11,13,15,0,10,0,34
0,4,1,2,3,10,6,0,7,11,5,12,13,14,15,16,36
1,2,3,5,6,7,8,9,10,12,13,0,14,11,0,15,66
0,2,4,9,1,0,3,0,5,6,8,0,11,12,13,14,28
0,2,3,4,1,6,7,8,5,11,14,16,10,0,0,0,16
0,2,5,6,7,0,8,11,0,0,4,10,13,14,15,16,67
2,0,5,9,0,4,3,0,6,0,8,16,12,7,13,15,94
0,5,1,2,3,0,6,7,8,9,10,11,12,13,14,16,5
1,2,3,4,5,6,7,8,9,11,12,0,15,16,0,14,14
2,0,0,5,0,3,1,4,6,8,9,10,11,13,15,16,13
1,2,4,5,6,7,14,8,12,13,15,0,16,0,0,9,85
0,4,1,2,3,6,10,7,8,9,11,16,12,13,14,0,47
1,2,3,4,6,7,8,0,10,11,13,9,15,16,14,0,37
4,0,0,2,5,0,6,7,8,9,10,11,12,14,15,16,9
1,3,4,6,7,8,10,11,12,0,0,15,16,13,14,0,27
5,4,0,1,8,6,7,3,0,9,10,11,12,14,15,16,43
1,2,5,9,6,7,3,14,10,11,8,0,0,15,16,12,94
0,0,0,5,1,2,4,0,7,8,11,12,13,14,15,16,5
1,2,4,6,7,8,9,10,0,13,15,16,12,0,0,0,12
1,4,0,0,0,3,6,0,7,9,10,11,12,13,14,16,15
0,1,3,5,0,2,7,8,6,14,15,10,12,0,0,16,62
0,4,1,2,3,5,0,6,7,9,10,11,13,14,15,16,9
1,2,3,4,6,7,8,9,10,11,12,14,15,16,0,0,0
9,5,1,2,0,6,7,8,0,10,11,12,13,14,15,16,28
2,3,4,5,6,7,8,0,10,12,13,9,15,16,0,14,23
1,2,5,6,0,0,10,0,7,9,11,0,12,13,15,16,35
1,2,6,7,10,0,12,16,8,0,11,0,13,0,14,15,121
0,4,5,0,1,0,2,0,6,7,9,11,12,13,14,15,20
1,2,4,6,7,0,9,10,0,8,14,0,11,12,16,0,63
0,2,5,6,3,4,0,10,7,8,9,16,11,13,15,0,41
1,2,3,6,7,8,9,10,12,0,14,0,11,15,0,13,78
4,1,2,8,9,6,7,0,0,10,11,12,13,14,15,16,24
1,2,3,4,5,6,0,9,11,12,7,13,15,16,0,14,34
4,0,6,3,5,10,7,12,9,0,11,16,13,14,15,0,60
1,0,3,5,6,2,0,0,11,9,14,10,16,8,12,15,85
0,4,0,2,5,7,1,8,9,10,11,12,13,14,15,16,21
1,3,4,5,6,7,12,8,10,0,11,9,15,16,0,14,54
3,0,2,0,1,0,0,4,5,9,10,11,12,13,15,16,13
1,3,4,5,6,7,9,10,0,0,15,0,11,13,0,16,40
0,8,4,1,3,0,5,6,7,13,10,11,12,14,16,0,67
1,2,4,5,0,6,8,9,11,7,0,14,16,12,0,13,51
4,1,5,2,0,3,0,7,8,9,10,11,12,13,15,16,17
1,2,3,4,0,6,7,8,5,9,11,12,0,10,14,15,82
4,0,5,2,8,3,6,11,12,9,10,15,0,13,14,0,68
1,3,4,6,7,8,9,10,11,12,13,0,16,14,0,0,42
7,0,5,2,3,0,1,8,9,10,11,12,13,14,15,16,32
2,3,4,5,6,7,8,9,0,16,12,13,11,15,0,14,81
8,5,2,7,13,4,11,6,0,0,12,0,14,10,15,16,113
1,2,4,5,7,10,8,9,16,6,12,14,0,0,0,11,88
0,2,0,4,8,14,3,5,7,0,9,12,13,15,0,16,74
1,2,3,0,5,6,8,4,10,0,13,16,12,0,7,0,76
1,0,2,5,0,10,0,6,9,0,11,12,13,14,15,16,25
1,2,3,4,6,9,10,11,12,15,0,0,0,14,16,0,61
0,1,6,0,7,2,3,11,0,9,10,0,12,13,14,16,32
2,5,0,7,0,9,6,10,8,0,0,12,13,14,15,16,55
0,4,5,0,1,2,3,0,7,9,10,11,12,13,15,16,27
1,3,4,5,6,14,9,0,12,0,13,10,16,7,15,0,113
3,4,1,2,8,6,10,7,9,0,0,11,12,13,14,15,40
1,3,4,5,0,8,9,10,7,12,11,14,15,0,16,13,95
3,4,1,2,0,5,6,10,7,0,9,15,11,8,13,14,78
1,2,4,5,6,11,7,8,10,0,15,9,14,12,0,13,102
3,1,2,0,8,4,5,7,9,14,10,11,12,0,15,16,37
1,2,3,4,5,6,7,8,9,11,0,13,0,15,16,14,58
2,0,0,0,0,4,5,6,7,9,10,11,12,13,15,16,2
1,3,4,6,7,8,9,10,11,12,0,14,0,0,13,0,13
0,0,5,2,3,4,9,6,7,8,0,10,12,13,14,15,14
1,2,3,4,5,6,7,8,9,13,14,15,16,0,0,0,0
1,2,0,4,0,0,3,0,5,6,7,8,9,10,15,16,7
1,2,3,7,8,9,10,11,12,0,15,16,0,14,0,0,14
4,1,0,2,5,0,6,7,8,9,10,11,12,13,15,16,10
2,3,4,5,6,0,8,10,11,7,13,14,15,12,16,0,35
3,6,2,0,9,7,1,8,0,10,11,12,13,14,15,16,28
0,1,4,5,6,3,8,9,10,7,13,0,11,14,12,16,132
3,6,0,4,1,0,9,12,7,14,10,16,0,13,15,0,95
2,3,4,5,7,8,0,11,0,12,0,9,14,0,16,15,120
4,5,2,0,8,9,6,7,12,0,10,11,0,14,15,16,40
1,2,0,5,8,9,4,11,12,10,0,15,16,13,0,14,65
4,0,0,0,1,0,2,5,6,8,9,10,12,13,15,16,14
2,3,4,5,6,7,8,0,0,11,14,9,10,0,15,0,49
0,4,3,0,1,2,0,0,5,8,9,10,11,14,15,16,15
1,2,3,5,6,7,8,0,13,0,15,11,12,0,0,16,52
1,6,4,3,5,0,0,9,10,0,2,8,0,11,12,14,63
0,4,0,6,3,8,5,0,7,10,16,0,12,13,14,11,93
0,1,0,2,3,4,5,6,7,8,10,11,12,13,15,16,1
1,2,3,0,5,6,0,4,10,12,7,8,15,16,13,14,46
3,4,1,2,0,7,5,6,13,8,10,11,14,15,0,16,63
1,2,3,4,0,5,6,8,11,12,13,9,0,15,16,14,73
3,2,6,0,7,5,10,0,0,8,0,9,12,13,14,16,63
2,4,0,5,6,12,0,0,13,3,0,15,14,10,7,16,144
3,0,1,2,7,4,5,6,0,8,9,11,12,13,14,15,10
1,2,3,0,5,6,7,4,9,11,12,8,14,0,15,13,40
0,1,0,2,3,4,5,6,7,9,10,11,12,13,14,15,1
1,2,3,4,5,6,8,9,10,11,12,13,15,0,16,0,16
0,1,5,2,4,3,6,11,8,9,10,0,12,14,15,16,36
1,2,3,4,5,7,8,9,10,11,13,0,14,15,12,0,25
1,0,3,0,4,5,6,7,8,9,10,11,12,14,15,16,5
1,2,3,6,7,8,9,10,11,0,13,0,15,12,16,14,42
2,0,8,4,0,1,0,3,6,7,9,0,10,13,15,16,37
0,1,3,4,5,2,11,12,13,6,15,16,0,14,0,0,23
5,0,10,1,2,9,4,6,0,8,11,0,13,14,15,16,67
1,2,3,4,0,6,7,8,5,10,12,14,16,0,0,15,56
3,4,5,1,7,8,6,11,12,14,9,16,0,0,15,0,86
1,3,4,5,7,9,10,11,12,0,0,14,13,0,16,15,87
1,0,2,7,4,5,6,11,8,9,10,16,12,13,15,0,38
1,2,3,4,6,7,8,9,10,11,12,13,14,15,0,0,0
0,3,5,0,1,9,0,6,7,0,10,11,12,13,14,16,17
1,2,3,4,6,7,9,10,0,13,14,16,0,0,15,0,42
4,0,1,2,3,9,5,6,8,10,11,0,12,13,14,15,38
1,2,3,5,0,6,7,9,10,11,8,13,14,16,0,12,45
2,3,8,5,0,4,0,9,6,7,0,14,10,12,0,16,67
2,4,0,6,0,11,0,5,8,9,16,0,13,14,15,12,117
1,7,0,3,2,6,0,4,5,15,0,8,11,12,0,16,66
0,2,4,6,8,9,5,12,0,14,11,16,13,0,15,0,50
2,0,0,0,1,6,0,4,5,9,3,10,11,12,14,15,22
1,2,4,5,6,7,0,10,13,0,0,8,0,15,14,16,90
0,0,5,10,1,2,0,4,6,7,9,0,11,12,13,16,34
0,2,3,5,1,7,8,11,6,13,14,15,12,0,0,0,19
5,0,1,3,6,4,11,8,9,10,15,12,13,14,0,16,60
1,3,4,5,6,7,8,9,10,16,12,0,0,15,14,13,97
0,0,0,0,1,2,4,5,7,8,10,11,12,13,14,16,0
1,2,5,6,7,8,9,11,0,13,15,0,12,0,0,16,28
0,0,0,6,1,3,0,4,7,8,10,11,13,14,15,16,10
1,2,3,4,5,7,0,9,0,14,8,16,13,0,0,15,51
0,5,0,0,2,8,3,4,7,0,10,11,12,14,15,16,30
2,3,4,5,0,8,9,0,7,0,0,10,12,14,15,16,31
3,0,5,10,2,0,0,4,6,7,0,8,11,12,14,16,48
2,3,0,4,7,8,10,6,11,0,0,16,9,12,0,14,96
5,4,2,3,6,0,11,7,8,10,0,12,13,14,15,16,41
1,3,4,5,6,7,8,9,0,12,13,14,10,15,16,0,41
0,4,1,6,3,0,5,0,8,9,10,11,12,13,15,16,11
1,2,4,6,7,8,9,10,11,12,0,13,15,0,14,0,41
0,1,0,0,2,3,6,7,8,9,10,11,12,14,15,16,2
1,2,4,5,6,7,9,10,11,12,13,0,0,16,0,14,30
4,3,1,2,8,0,5,7,0,9,10,11,12,13,14,16,22
1,2,3,4,5,6,0,8,9,11,7,12,0,10,14,15,86
5,1,0,0,3,6,0,10,8,9,11,7,12,13,14,16,56
1,3,4,6,0,8,9,10,7,0,13,15,12,14,16,0,118
0,0,5,1,2,3,9,6,7,8,0,10,11,12,13,15,14
1,3,4,6,7,8,9,10,11,12,13,15,0,0,16,0,32
3,1,2,0,0,4,5,6,9,10,11,12,13,14,15,16,6
2,3,4,5,6,7,8,9,10,12,0,13,15,0,16,14,43
1,3,4,0,0,0,2,0,5,6,8,9,10,11,15,16,17
1,2,4,0,5,8,0,10,13,14,3,11,0,12,0,15,97
0,1,0,2,3,4,5,7,8,9,10,11,12,13,14,15,1
1,2,3,4,5,6,7,8,9,11,12,13,14,0,16,0,16
6,0,1,0,5,2,7,0,8,9,11,12,13,14,15,16,37
7,1,4,5,0,9,11,0,12,3,13,0,16,8,15,14,121
6,3,4,5,0,8,1,0,11,0,9,10,12,0,14,15,57
1,2,3,4,5,6,0,7,0,11,13,0,9,0,16,8,64
2,0,1,6,0,4,5,0,7,8,9,10,13,14,15,16,9
1,2,3,4,6,7,13,8,11,0,0,10,0,12,16,14,89
5,4,1,3,0,8,6,7,13,9,10,11,12,14,0,15,92
1,2,3,4,5,6,0,8,9,11,7,0,14,10,15,12,55
0,4,1,2,3,6,10,0,8,9,11,7,13,14,15,16,38
2,4,5,6,7,0,8,9,11,12,13,10,15,0,16,14,57
3,6,0,1,8,4,0,7,0,9,10,12,13,14,15,16,23
1,2,3,4,5,6,0,8,9,10,7,12,0,16,0,15,50
0,0,0,4,1,2,3,9,6,7,8,0,10,11,12,15,13
1,2,4,5,6,7,10,12,0,15,0,16,13,0,14,0,56
2,3,4,1,0,0,0,5,6,9,11,12,13,14,15,16,9
1,0,3,5,6,2,7,9,11,8,0,14,16,13,0,12,87
0,0,6,10,1,2,5,0,7,8,9,0,11,13,14,16,32
1,2,3,4,6,7,8,0,0,0,14,9,10,12,0,15,45
4,1,0,2,5,7,0,8,9,10,11,12,13,14,15,16,17
1,2,4,5,7,8,9,10,11,13,0,0,15,12,16,14,55
0,0,0,1,7,2,4,6,8,0,9,11,12,13,15,16,19
1,2,3,4,6,7,9,16,0,11,0,8,10,0,15,0,66
4,5,1,3,9,6,11,7,10,0,15,12,13,14,0,16,60
1,2,3,4,5,7,8,9,11,0,13,14,15,12,0,16,44
4,5,1,0,0,9,7,3,8,6,11,12,13,14,15,16,58
1,2,3,5,6,7,8,9,15,12,0,13,11,0,10,16,111
4,8,1,2,0,3,11,5,7,0,15,6,12,9,13,16,106
1,3,4,5,6,7,0,9,12,14,8,13,11,15,0,16,145
4,2,0,3,8,5,6,7,0,9,10,12,13,14,15,16,14
1,2,3,4,6,0,9,0,11,8,13,10,15,12,16,14,60
3,0,0,1,0,4,5,6,7,8,9,11,13,14,15,16,3
1,2,4,6,7,8,9,10,11,12,13,14,0,16,0,0,16
0,0,1,0,2,3,4,6,7,8,9,10,11,13,14,15,1
1,0,3,4,5,2,8,9,10,6,0,0,16,11,14,15,48
1,0,2,6,3,4,5,0,7,8,10,11,12,13,14,15,10
1,2,5,6,7,0,9,10,11,8,12,13,15,16,0,14,47
3,0,2,0,4,1,5,6,7,8,10,12,13,14,15,16,11
1,2,3,4,5,8,9,10,11,12,13,0,15,16,0,14,14
0,2,0,6,7,4,3,11,0,8,10,0,12,14,15,16,41
1,2,5,6,7,0,8,11,14,10,0,16,12,0,0,13,107
0,3,6,1,5,9,0,7,0,8,10,11,12,14,15,16,34
1,2,3,4,5,7,8,10,11,12,15,0,16,0,13,0,28
2,6,0,1,7,0,8,0,9,10,11,12,13,14,15,16,30
2,3,4,5,6,7,8,9,10,11,12,0,0,16,14,0,44
2,0,0,4,1,0,3,0,6,7,8,9,11,12,14,16,8
1,3,4,5,6,7,8,10,11,0,14,15,0,13,0,0,13
2,8,0,0,1,0,3,4,7,0,9,11,12,14,15,16,20
2,3,4,6,7,0,0,10,0,8,9,0,11,12,16,15,102
2,0,3,0,8,0,11,1,5,7,12,6,13,14,15,16,76
1,3,4,0,8,0,9,5,7,12,14,10,16,13,0,15,70
0,4,0,1,2,0,5,6,8,9,10,12,13,14,15,16,4
1,2,4,5,6,7,8,10,11,0,15,0,16,13,14,0,42
0,1,2,7,0,9,5,0,8,13,10,11,12,0,15,16,35
1,2,4,5,7,0,0,10,13,8,9,16,14,0,15,0,60
4,3,0,2,0,0,5,6,7,8,10,11,12,14,15,16,14
1,2,3,4,5,6,7,9,10,13,0,0,15,11,14,0,52
3,1,5,2,4,9,0,6,7,11,0,12,13,14,15,16,33
1,2,8,3,5,6,0,4,9,10,0,7,13,14,11,12,60
0,2,3,0,1,0,5,0,6,7,8,10,12,13,14,15,10
1,0,3,4,5,2,10,11,12,8,14,0,0,0,15,16,55
0,4,1,2,3,0,5,6,9,10,11,12,13,14,15,16,4
1,2,4,5,6,7,8,9,10,12,0,14,15,16,13,0,13
2,0,1,0,3,0,4,7,8,9,10,11,12,13,15,16,6
1,2,3,4,6,7,8,9,16,0,0,12,0,10,13,14,87
0,4,0,0,2,3,0,5,6,7,9,10,11,13,14,15,8
2,3,4,5,6,8,10,11,12,0,0,16,0,13,14,0,27
4,0,6,3,0,9,5,7,13,8,10,12,0,14,15,16,45
1,0,3,4,5,2,14,7,0,6,9,15,10,12,16,0,131
3,4,0,2,8,5,1,7,9,10,11,16,12,13,14,0,67
1,2,3,5,7,8,14,9,0,11,0,10,15,16,13,12,161
0,0,5,6,0,0,1,2,7,8,10,11,12,13,14,16,17
1,2,3,5,0,0,9,10,6,7,13,14,0,0,12,15,91
0,6,5,1,2,7,0,0,8,10,11,12,13,14,15,16,36
2,7,4,9,1,12,0,3,6,0,15,0,10,16,8,13,130
3,0,4,1,0,2,11,5,7,9,0,12,13,14,15,16,23
1,2,3,6,7,9,10,11,12,14,0,0,16,13,0,15,42
3,7,4,1,2,0,8,5,6,14,0,10,12,13,0,15,60
1,2,3,4,6,7,0,8,10,0,11,9,15,12,0,13,65
0,3,1,2,4,10,0,8,9,11,5,12,13,14,15,16,36
1,2,3,4,0,7,8,10,5,11,0,14,15,16,12,13,66
3,0,0,5,2,8,9,1,7,10,14,6,11,12,0,15,74
2,5,3,4,1,6,0,0,11,12,7,9,0,16,13,15,85
2,6,8,7,5,0,0,3,9,10,11,12,13,14,15,16,43
1,2,3,4,5,6,0,7,0,9,10,8,14,15,12,13,59
0,1,0,3,4,5,7,8,9,10,11,12,13,14,15,16,1
1,2,3,4,5,6,8,9,10,11,12,0,15,16,0,13,13
3,0,5,1,2,0,10,4,7,9,0,12,13,14,15,16,38
1,2,3,4,0,6,13,8,5,11,0,9,10,0,15,14,89
0,5,0,1,4,6,0,7,9,10,11,12,13,14,15,16,11
1,2,3,4,7,8,9,0,12,13,14,11,16,0,0,15,26
3,1,0,5,4,0,6,2,7,8,9,10,11,12,13,15,26
2,3,4,6,0,7,8,10,11,0,9,13,12,15,16,14,128
5,0,1,6,0,2,4,0,8,9,11,12,13,14,15,16,28
1,2,3,5,6,7,0,9,11,13,8,14,16,15,0,0,67
4,0,1,2,7,3,5,6,12,8,9,11,13,15,0,16,58
2,3,9,5,7,8,0,6,11,12,13,10,15,16,0,14,44
3,1,0,5,7,2,4,0,0,8,9,10,11,12,13,14,22
1,2,3,4,5,6,7,11,0,14,0,15,16,12,13,0,64
0,3,0,1,2,4,5,0,8,9,10,12,13,14,15,16,12
1,2,3,4,5,6,7,8,9,13,0,14,15,0,11,0,35
5,0,7,4,6,0,2,8,9,10,11,12,13,14,15,16,24
2,0,4,6,7,3,9,10,11,8,12,13,15,16,14,0,64
0,1,5,2,3,4,10,6,8,0,9,16,12,14,11,15,78
1,2,4,13,6,8,0,5,11,12,9,10,15,16,14,0,121
3,0,2,6,7,4,5,0,0,9,10,11,12,14,15,16,18
1,2,3,5,0,8,0,9,7,12,15,10,0,11,16,13,121
1,2,3,5,0,0,8,0,7,10,14,11,12,13,0,16,51
1,2,3,4,11,0,8,9,0,5,13,16,14,0,7,0,97
3,4,1,2,0,0,5,7,8,10,11,12,13,14,15,16,7
3,4,5,6,7,8,9,0,11,12,14,0,15,16,13,10,47
3,1,0,0,2,7,4,5,11,6,9,10,14,0,15,16,46
1,2,0,5,6,7,3,9,10,11,0,0,16,13,8,14,59
0,4,1,2,3,0,5,7,8,9,10,11,13,14,15,16,4
1,2,3,4,5,6,7,9,10,11,12,0,15,16,0,13,13
0,0,4,0,1,3,5,0,7,8,10,12,13,14,15,16,9
1,2,3,4,5,6,0,7,0,13,14,9,0,0,11,16,65
9,8,2,3,0,4,6,7,5,13,10,11,12,0,15,16,86
0,2,3,4,1,6,8,9,5,0,10,12,11,15,16,14,127
3,1,6,2,8,4,7,0,0,9,10,11,12,13,15,16,25
1,3,0,5,7,2,9,0,11,8,12,10,15,16,14,13,89
0,0,5,1,3,9,4,6,7,0,11,12,13,14,15,16,18
1,2,4,5,6,7,8,9,10,11,12,0,16,0,0,14,14
0,2,3,1,0,0,4,5,6,8,9,11,13,14,15,16,10
1,2,3,6,7,8,9,0,11,0,12,10,15,0,13,14,49
0,4,1,0,3,2,11,5,7,8,15,12,13,14,16,0,60
1,2,3,5,6,0,8,10,12,0,13,15,16,14,9,0,67
0,3,0,1,2,0,4,5,6,7,9,10,11,13,15,16,3
1,4,5,6,7,8,9,10,11,12,0,15,16,0,14,0,14
4,1,7,2,3,5,0,11,8,9,10,16,12,13,15,0,55
1,2,4,5,6,7,8,9,10,11,12,13,0,14,16,0,30
2,3,4,1,0,5,10,12,6,0,9,0,13,14,15,16,50
1,2,11,3,6,0,9,4,12,10,15,0,16,13,14,0,100
5,0,0,0,8,1,7,6,0,9,10,11,12,13,14,16,44
1,2,3,4,0,0,7,11,6,13,14,15,12,0,0,10,109
2,3,0,1,6,0,4,5,7,12,8,10,11,0,13,14,30
1,3,8,4,6,7,0,5,11,12,0,10,0,15,13,14,69
3,10,0,0,1,4,0,6,0,7,11,12,13,14,15,16,37
3,4,0,5,1,9,10,11,0,13,0,14,6,0,12,16,86
0,0,1,6,0,0,2,5,7,8,9,11,12,13,15,16,16
1,3,4,5,7,8,9,11,12,0,0,16,0,14,15,0,29
7,0,6,1,5,0,9,0,8,3,0,10,11,13,14,15,60
3,4,5,6,7,0,8,11,0,16,13,15,12,0,0,9,139
0,4,0,5,6,2,1,0,0,7,8,9,11,12,13,15,25
1,3,4,0,7,9,0,5,12,0,15,0,13,8,16,11,108
2,0,0,1,3,0,4,5,6,7,8,9,10,11,12,13,5
1,2,0,5,6,8,4,10,11,12,9,14,15,0,0,13,39
0,1,0,2,3,5,6,7,8,9,10,11,12,13,14,15,1
1,3,4,5,6,7,8,9,10,11,12,13,14,0,16,0,16
4,2,0,7,3,5,1,0,8,9,10,11,12,13,14,15,25
1,2,3,4,5,6,9,0,0,11,7,13,10,14,12,15,82
2,0,3,6,7,0,5,11,0,9,0,10,12,13,14,16,42
3,0,4,5,0,7,9,10,2,0,12,13,6,0,11,16,93
0,0,0,7,1,2,0,5,8,9,11,12,13,14,15,16,12
1,2,3,5,7,9,10,11,12,14,15,16,0,0,0,0,0
0,4,3,1,8,5,10,7,9,13,11,0,12,0,15,16,69
0,1,4,5,8,2,9,11,0,16,13,15,6,12,0,14,120
3,1,2,0,0,4,5,6,7,8,9,10,11,13,14,15,6
2,3,4,0,7,8,10,6,11,12,9,14,15,16,0,13,51
0,0,3,4,1,2,0,0,5,8,9,11,12,14,15,16,7
1,3,4,6,7,8,0,10,13,14,0,12,0,0,15,16,53
2,0,0,7,0,3,5,11,8,9,10,0,12,13,15,16,20
1,3,4,5,6,8,0,11,0,13,0,10,14,0,15,16,88
1,2,0,3,0,0,0,4,5,6,7,10,11,12,14,16,9
2,3,4,5,6,7,10,0,11,13,0,8,0,12,0,14,65
0,2,0,4,1,3,0,0,5,6,7,8,13,14,15,16,9
1,2,4,5,6,7,9,0,0,12,14,0,11,0,15,10,61
1,0,5,2,8,3,6,7,13,9,10,12,0,14,15,16,36
1,2,5,6,7,8,9,10,11,12,16,13,15,0,14,0,73
1,9,5,2,3,0,4,6,8,0,10,11,12,13,15,16,29
1,2,3,4,5,12,6,9,10,7,0,13,0,15,11,16,113
0,0,4,1,3,9,5,6,7,14,0,10,13,15,16,11,83
1,2,4,5,6,7,8,9,0,0,12,13,11,10,16,0,74
0,3,0,1,4,9,5,6,7,8,13,10,11,12,0,14,51
1,2,3,4,5,6,7,8,11,13,0,0,16,12,14,0,53
0,3,1,2,4,8,5,6,7,0,9,10,11,14,15,16,18
0,2,5,6,7,3,9,10,11,8,12,14,15,16,0,13,51
3,4,1,2,0,5,0,7,8,9,10,11,12,13,15,16,12
1,2,3,5,7,8,9,10,11,12,13,14,15,0,16,0,16
0,0,4,1,3,8,5,6,7,0,9,10,11,14,15,16,16
